연대,명사
2000s,상처 치료 사람 덧 사랑 사람 게 상처 치료 사람 덧 사랑 사람 게 외톨이 맘 문 슬픔 바보 눈 귀 어둠 속 방황 영혼 키 허리끈 방향 감 상실 길 소리 말 곁 게 칼날 사람 심장 사랑 분 초가 아냐 매일 날 외톨이 맘 문 슬픔 바보 눈 귀 어둠 속 외톨이 맘 문 슬픔 바보 눈 귀 어둠 속 이별 대면 게 외면 꿈 내 게로 맘 밤 기도 시위 손 추억 화살 과녁 내 게로 손 대답 기억 속 사람 존재 몸부림 일밤 꿈 눈물 거 거짓말 심장 내 게로 자질 끝 눈물 내 게로 상처 치료 사람 덧 사랑 사람 게 상처 치료 사람 덧 사랑 사람 게 외톨이 맘 문 슬픔 바보 눈 귀 어둠 속 외톨이 맘 문 슬픔 바보 눈 귀 어둠 속
2000s,다비치 말잔 말 연락 말 할거 끝 맘 불안 정이 지 그리워 Baby Baby 전화 Baby Baby 사랑 사랑 문자 날 연주 중 난 주 날 거 마음 거 날 눈물 정이 지 사랑 Baby Baby 전화 Baby Baby 사랑 사랑 문자 날 가면 Baby Baby 나를 찾아줘 Baby Baby 말이 너를 사랑해 사랑해
2000s,눈물 기억 사랑해 사랑해 사랑하니까 하루 맘 눈물 날 모습 사랑해 사랑해 사랑하니까 하루 맘 자리 채 한걸음 기억 기억 사랑하니까 순간 거 맘
2000s,말 사랑 말 고백 뒤 사랑 말 말 입 내 마음 홀로 사랑은 가슴 사고 사랑은 대책 사고 가슴 사랑 사랑은 뒤 상처 내 가슴 사고 사랑은 대책 사고 가슴 사랑 겁 이제 가슴 내 눈물 눈치 말썽 피나 보고싶다 말썽 피나 번 눈길 안주
2000s,사람 첫사랑 사랑 사람 I Remember You 기억 사준 옷 머리 길 길 전화번호 집 미니 홈 피 속 노래 사랑 사실 제자리 사람 첫사랑 사랑 사람 I Remember You 기억 맘 말라 날 길 길 전화번호 생각 집 입 말 사랑 사실 제자리 사람 첫사랑 사랑 사람 I Remember You 기억 다시 시작해 말 장대비 채 처음 자리 가슴 넌 테 힘 사랑 애 모습 거울 눈물 사람 첫사랑 사랑 사람 인생 첫사랑 I Remember You 기억 기억
2000s,소원을 말해봐 마음속 꿈 말 머리 이상형 꿈 드림 카를 넌 옆 자리 속 가슴 벅차 바람결 순간 세상 사랑해 꿈 열정 소원 행운 여신 소원을 말해봐 소원을 말해봐 소원을 말해봐 말 소원을 말해봐 날 넌 생활 넌 넌 심장 소리 몸 세상 무대 환호 소리 파도 가슴 체온 길 영원 사랑해 꿈 열정 소원 행운 여신 소원을 말해봐 소원을 말해봐 소원을 말해봐 말 소원을 말해봐 사랑해 꿈 열정 소원 행운 여신 소원을 말해봐 말 길 소원 말 소원을 말해봐 소원을 말해봐 소원을 말해봐 말 소원을 말해봐 소원을 말해봐 소원을 말해봐
2000s,기억 마니 하루 한번쯤 모습 사랑 오늘 사랑과 이별 사이 눈물 바보 가면 머리 가슴 모습 번 숨 사랑 오랜만 문 바깥 바람 외로움 손 거리 슬픔 잰걸음 집 바보 가면 머리 가슴 모습 번 숨 사랑 추억 넌 여태 날 거 심장 그리워 사랑
2000s,여자 남자 사랑 여자 남자 사랑 원 중고차 팔짱 한장 사진 추억 밤잠 서로 꿈 미래 서로 쌍 새 부족 사랑 사람 세월 앞 서로 욕심 욕실 울음 소리 눈초리 날이 갈수록 이별 생각 하루 종일 태양 맘 잘못 사랑 게 데 잘못 사랑 여자 남자 사랑 여자 남자 사랑 너에게 지갑 돈 티나 게 사랑 표현 영화 밥 기분 거 생각 거리 너에게 장난 사랑 놀이 사랑은 한때 사랑은 이별 한패 이별 사랑 태양 맘 잘못 사랑 게 데 잘못 사랑 여자 남자 사랑 여자 남자 사랑 사랑은 한때 사랑은 이별 한패 이별 사랑 간 대 사랑은 한때 사랑은 이별 한패 이별 사랑 간 대 사랑 꿈 손 건 사랑 꿈 여자 남자 사랑 여자 남자 사랑 사랑 남자 사랑 남자 능력 비밀 남자 뿐 사랑 대체
2000s,아픔 가슴 마음 아픔 가슴 마음 오늘 토요일 밤 날 토요일 밤 노래 날 생각 술 밤 기억 맘 애 애 아픔 가슴 마음 아픔 가슴 마음 오늘 토요일 밤 날 토요일 밤 사랑 말 필요 곁 숨 그리움 목이 기억 맘 애 애 아픔 가슴 마음 아픔 가슴 마음 오늘 토요일 밤 날 토요일 밤 아픔 가슴 마음 아픔 가슴 마음 오늘 토요일 밤 토요일 밤 날 눈물 토요일 밤 토요일 밤
2000s,머리 발 끝 Hot Issue Hot Issue 생각 신 슈즈 포즈 바른 루즈 Hot Issue 스타일 스타일 말 머리 발 끝 Hot Issue Hot Issue 날 날 눈빛 손짓 머리 발 끝 Hot Issue Hot Issue 허리 다리 Hot Issue 머리 발 끝 Hot Issue Hot Issue Hot Issue
2000s,리듬 속 음악 시작 손 높이 높이 목소리 손 세상 듯 스피커 속 가슴 사운드 속 색깔 오늘밤 망설이지마 시작 손 높이 높이 목소리 손 음악 귓가 돌고 손끝 희망 불빛 세계 스피커 속 넌 손 높이 높이 목소리 손
2000s,오늘밤 일밤 생각 오늘밤 일밤 순간 생각 향기 척 말 한대 멈출 수 없어 날 약속 맘 넌 환상 사랑은 불 속삭임 오늘밤 일밤 생각 오늘밤 일밤 순간 맘 넌 사랑 말 사랑 사랑이란 감정 넌 만점 오늘밤 일밤 생각 오늘밤 일밤 순간 오늘밤 곁 사랑 품 떡 너에게 오늘밤 일밤 생각 오늘밤 일밤 순간 오늘밤 일밤 생각 오늘밤 일밤 순간 나나 나나 나나 나나 나나 나나 나나 나나 나나 나나
2000s,눈 눈 관심 시계 시선 미소 웃음 끝 이제 이제 옆 이제 날 한참 바 이름 날 시선 시선 순간 가슴 듯 맘 가슴 귓가 미소 웃음 끝 이제 이제 옆 이제 날 한참 바 이름 옆 이제 날 한참 바 이름 눈 말
2000s,길 길 덫 덫 덫 덫 함정 맘 겁 겁 겁 겁 늪 용기 얼굴 표정 고백 돌리 채 외면 바늘 걱정 잠 꿈 생각 때문 밤 곳 길 몇 번을 테 지 잠 병 병 병 병 사랑 영원 허락 이든 생애 존재 바늘 걱정 잠 꿈 생각 때문 밤 사랑 그리움 비 눈물 거 입술 잠 꿈 생각 때문 밤
2000s,넌 매너 생각 맘 자신감 생각 이해 집착 을해 넌 이상해 시계추 맘 관심 넌 사랑해 사랑 맘 이제 넌 넌
2000s,절대 눈빛 번 날 힘 겨울 슬픔 벼랑 끝 손 그대에게 게 오늘 이 노래 눈 미소 뒤 날 아픔 You and I 이별 말 You and I 손 안녕 말 세상 너와 나 사람 사랑 친구 게 오늘 이 노래 눈 미소 뒤 날 아픔 You and I 이별 말 You and I 손 안녕 말 세상 너와 나 밤 눈 숨결 날 세상 대신 You and I 이별 말 You and I 손 안녕 말 세상 너와 나
2000s,라라 라라 라라 라라 말 말 말 제일 말 말 원 사랑해 사랑해 말 원 귓가 말 말 귀 캔디 꿀 목소리 날 귀 캔디 꿀 목소리 날 라라 라라 라라 라라 라라 라라 라라 라라 딸기 입술 딸기 입술 말 말 귓가 말 말 귓가 사랑해 사랑해 말 원 귓가 말 말 귀 캔디 꿀 목소리 날 귀 캔디 꿀 목소리 날 라라 라라 라라 라라 라라 라라 라라 라라 귀 캔디 귀 캔디 귀 캔디 귀 캔디 귀 캔디 꿀 목소리 날 귀 캔디 꿀 목소리 날 귀 캔디 꿀 목소리 날 귀 캔디 꿀 목소리 날 라라 라라 라라 라라 라라 라라 라라 라라 라라 라라 라라 라라
2000s,사랑 이별 추억 사랑이란 놈 놈 앞 빈털털이 외면 후회 척 사랑이란 놈 놈 앞 웃음거리 사랑해 사랑해 대답 멜로디 가슴 맘 눈 발길 자리 사랑해 사랑해 말도 기억 땜 추억 거짓말 숨 맘 손 사랑해 사랑해 목이 메 고개 사랑 앞 사랑해 사랑해 마음 말도 척 날 대도 사랑은 가슴 사랑 사랑은
2000s,사랑해 사랑해 심장 근대 한숨 말투 표정 번 적 사랑 여자 행복 거 아무것 사랑해 사랑해 반쪽 행복 내 사랑 잘못 넌 거 생각 눈 사랑은 사랑으로 대 생각 여자 생각 사랑해 사랑해 반쪽 행복 내 사랑 잘못 넌 거 번 가슴 마음
2000s,말 거 사랑 사랑 사랑 사랑 반대 이제 남이 남 사이 서로 상처 눈물 미움 사랑 거 사랑 얘기 남 술 필요 피곤 생일 너에게 아무것 너에게 바랄 걱정 남이 남 사이 서로 상처 눈물 미움 사랑 거 사랑 얘기 남 사랑해 거 품 그리워 지게 사랑 사람 상처 남 사랑 사랑 이제 남이
2000s,화장 머리 여자 꺼 번 구두 신고 유행 옷 거리 날 사람 시선 날 여태 인생 거 화장 머리 여자 꺼 번 라라 랄 라라 라라 꺼 처음 시작 거 가슴 거 립스틱 스타킹 오늘 날 콧대 여자 다리 여자 나야 날 여태 인생 거 화장 머리 여자 꺼 번 라라 랄 라라 라라 꺼 처음 시작 거 가슴 거 세상 눈물을 닦고 세상 앞 번 꺼 세상 앞 번 꺼 라라 랄 라라 라라 오늘 행복 꺼 실패 멋진 인생
2000s,사랑했는데 하늘 곳 나를 잊지 말아요 바람 손끝 웃음소리 얼굴 눈 그리워 입술 말 말 사랑했는데 하늘 곳 나를 잊지 말아요 눈물 입 말 말 사랑했는데 하늘 곳 나를 잊지 말아요 가슴 사람 사람 사람 사랑해줘요 하늘 곳 사랑했는데 하늘 곳 나를 잊지 말아요 나를 잊지 말아요
2000s,한번 맘 눈물 사랑은 바라지 얘기 얘기 번 한번 내 내 맘 널 눈빛 사랑은 바라지 얘기 얘기 번 한번 내 내 사랑 마음 미움 전 잘못 얘기 한번 눈 한번 입 한번 한번 날 내 내
2000s,결혼 평생 콩 달 콩 사랑 천년만년 말 남자 여자 사이 사랑 눈물 힘 평생 사랑 평생 사람 감사 사랑 결혼 매일 매일 행복 내일 기대 사람 제일 사람 머리 파 뿌리 우리들의 생 손 눈 눈물 절대 넌 반쪽 가슴 반쪽 가슴 숨 사랑해 주름 지금 너와 나 거 사랑 눈물 힘 평생 사랑 평생 사람 감사 사랑 삶 빛 보 글 보그 찌개 소리 집 마음 비 사랑이란 열매 시 하늘 정해준 운명 너와 나 만남 천생연분 세상 대도 삶 평생 사랑 눈물 힘 평생 사랑 평생 사람 감사 사랑 결혼
2000s,눈치 말 말 사랑해 My Love 사랑해 My Love 사랑해 사랑해 사랑해 My Love 사랑해 My Love 사랑해 My Love 사랑해 사랑해 사랑해 My Love 맘 고백 건 눈치 말 말 사랑해 My Love 사랑해 My Love 사랑해 사랑해 사랑해 My Love 사랑해 My Love 사랑해 My Love 사랑해 사랑해 사랑해 My Love 빠 빠 빠 빠 사랑해 My Love 사랑해 My Love 사랑해 사랑해 사랑해 My Love 사랑해 My Love 사랑해 My Love 사랑해 사랑해 사랑해 My Love
2000s,안녕 얼굴 예전 안부 이별 금 편 메시지 미니 홈 피 펜 건 맘 방법 거 사랑 터 게 다짐 듯 건 가요 내 사랑 이제 기억 추억 잊을게 사랑 점 맘 번 번 미련 눈물 몸 마음 말 소용 거짓말 하루 하루 매일 맘 게 추억 끝 이별 맘 안녕 가요 내 사랑 이제 기억 추억 잊을게 사랑 점 맘 맘 속 내 사랑 뿐
2000s,사랑 거짓말 거란 거짓말 거짓말 거짓말 거짓말 거짓말 거 날 거 약속 날 손 거 사랑 거짓말 거란 거짓말 거짓말 거짓말 거짓말 거짓말 거 날 거 약속 날 날 거짓말 말 애원 떡 떡 떡 원래 사람 사람 날 사랑 거짓말 거란 거짓말 거짓말 거짓말 거짓말 거짓말 거 날 거 약속 거짓말 거짓말 거짓말 거짓말 날 거짓말 거짓말 생각 나나 나나 난나 난나 이별 말 인정 가슴
2000s,순간 눈 머린 벨 말 놈 놈 놈 나름 순 곁 걱정 걱정 맘 가슴 예뻐 필요 머리 속 가슴 날 못 거 선택 선택 바보 날 가슴 예뻐 필요 증후군 이해 넌 고정 이미지 탈피 일탈 사실 불안 날 호감 밖 돌이킬 수 없는 절대 대답 남자 필요 가슴 예뻐 필요 머리 속 가슴
2000s,숨 파 맘 번 말 바보 눈물 나야 방안 말 맘 일부 초의 순간순간 가슴 여와 감기 눈 눈물 끝 게 날 숨 파 맘 말 척 거 날 이제 맘 번 고백 사랑 싸인 일어 일어 시름 시름 외면 날 입술 하루 심장 게 날 숨 파 맘 내 숨 날 숨 파 맘 숨 파 맘
2000s,라고 영원 라고 거짓말 이제 추억 마지막 말 척 척 이제 추억 거짓말 이제 추억 마지막 말 척 척 이제 행복 순간 너에게 눈물 이제 행복 사랑 건
2000s,척 눈 숨 병 좋아서 맘 원 맘 좋아서 바보 맘 원 맘 맘
2000s,맘 관심 척 장난 말 여자 안보 한참 옆모습 눈 딴청 부리 날 큰일 생각 큰일 가슴 어쩌라고 넌 사랑 부담 곁 떡 이별 건 큰일 생각 큰일 가슴 어쩌라고 넌 사랑 기적 번 사랑 다행 사랑 그리워 해서 다행 울 넌
2000s,이야기 오늘밤 사랑해 다리 외모 윙크 번 콧대 몸매 앞 게 말 꺼 사랑 말 맘 춤 너와 나 사랑 이야기 오늘밤 사랑해 사이 하늘 사이 두말 필요 조명 유혹 눈빛 남자들 말 표현 얼굴 말 이야기 오늘밤 사랑해 말 오늘밤 말 얘기 속삭임 넌 날 건 모습 장소 걱정 마 스타일 오늘밤 후회 맘 이야기 오늘밤 사랑해
2000s,소리 숙녀 신사 분 확인 입장 순서 넘버 오늘 거 번 가자 앞 뒤 옆 준비 완료 차 차 타타 노래 몸 다 테이블 아래 핸드백 속 오늘 거 번 가자 앞 뒤 옆 준비 완료 차 차 타타 노래 숨 C'mon C'mon C'mon C'mon C'mon C'mon C'mon C'mon C'mon C'mon C'mon C'mon 필요 번 연습 준비 완료 차 차 타타 노래 몸 다 차 차 타타 노래 숨
2000s,번 날 사랑해줘요 날 건 가요 번 날 전화 번 야속 술 담배 며칠 어제 집 앞 밤 오오 가로등 불빛 아래 사람과 입맞춤 번 날 사랑해줘요 날 건 가요 번 날 라이 엘라 랄 라라 라라 라이 엘라 라이 엘라 랄 라라 라라 라이 엘라 번 날 사랑해줘요 노래 소리 노래 오오 눈물 노래 가사 번 날 사랑해줘요 날 건 가요 번 날 사랑 건 가요 라이 엘라 랄 라라 라라 라이 엘라 라이 엘라 랄 라라 라라 라이 엘라 라이 엘라 랄 라라 라라 라이 엘라 라이 엘라 랄 라라 라라 라이 엘라 추억 사랑해
2000s,맘 시작 울 남자 생각 이제 사랑 생각 이제 오랫동안 말 서서 가슴 친구 친구 이유 목 고백 이제 고백 너를 사랑해 손 친구 축복 말 내 사랑 생각 이제 오랫동안 말 서서 가슴 친구 친구 이유 목 고백 이제 고백 너를 사랑해
2000s,뒤 그림자 위 마지막 이름 울진 눈물 이름 이름 이 노래 목이 부른다 노래 노래 눈물 외침 부른다 이름 이름 끝 넌 다짐 전해 기억 이름 이름 이 노래 목이 부른다 노래 노래 눈물 외침 부른다 이름 이름 대답 간 눈물 목 목이 부른다 노래 노래 눈물 외침 부른다 이름 이름
2000s,이제 마음 사랑 건 맘 비 눈물 오래전 그날 이제 사랑 바보 눈물 추억 건지 그리워 하네 이제 사랑 바보 눈물 올텐 데 맘 이제 사랑 바보 눈물
2000s,오랜만 말 인사 처음 가슴 행복 말 말 무색 세상 사람 행복 힘 거 사랑 말 나라 바보 땜 어깨 안고 후회 원 거 사랑 말 꺼 나라 바보 사람 앞 고개 돌리지 말 번 부탁 행복
2000s,하루 달 너에게 연락 오지 눈물 가슴 아니야 꺼 꺼 꺼 빈자리 넌 넌 내사랑 번 니사 하늘 넌 내사랑 길 뿐 사랑해 꺼 꺼 날 사랑 거 내 두 손 약속 꿈 꿈 꿈 넌 넌 내사랑 번 니사 하늘 넌 내사랑 길 뿐 사랑해 꺼 꺼 게 악몽 꺼 생각 꿈 오늘이 내일 눈 게 현실 꿈 게 현실 꿈 널 원 넌 넌 내사랑 번 니사 하늘 허락 넌 내사랑 뿐 여자 사랑해 꺼 꺼 일밤 기도 행복 불행 넌 내 사랑 내 심장 말 사랑해 꺼 꺼
2010s,앞 뒤 얘기 여자 처음 판단 겉 속 잘 알지도 못하면서 겉모습 여자 시선 사랑은 모습 넋 보고서 손가락 위선 옷 머리 모양 춤 여자 뒤 뒤 뒤 속 건 겉 속 잘 알지도 못하면서 겉모습 여자 시선 사랑은 모습 넋 보고서 손가락 위선 날 감당 남자 남자 말 남자 다운 척 남자 날 불안 남자 자신감 나일 자유 겉 속 잘 알지도 못하면서 겉모습 여자 시선 사랑은 모습 넋 보고서 손가락 위선
2010s,술 살 애 말 웃음 웃음 얘기 맘 얘기 맘 열 소리 말 너에게 잔소리 사랑 머리 가슴 이야기 이야기 잔소리 밥 여자 종일 옆 맘 거 주머니 속 행복 이야기 이야기 열 소리 말 너에게 잔소리 사랑 머리 가슴 이야기 이야기 잔소리 눈 힘 겁 얼굴 사랑 말 라면 이야기 생각 마음의 소리 화가 소리 잔소리 사랑 이야기 말 너에게 잔소리 맘
2010s,집 앞 전화 아파서 전화 분 말 숨 번 집 앞 맘 넌 채 행복 추억 날 채 숨 침묵 눈물 빗물 머리 발끝 소름 듯 피 기분 중독 하루 종일 고통 시선 그리워 지옥 날 꿈 날 거짓말 말 말 술 만취 마음 안심 약 낫 이건 사랑 반칙 욕심 수면제 밤낮 바 생각 몸부림 하늘 누 군가 사랑 별 사이 맘 노래 날 지옥 날 꿈 날 거짓말 말 말 가지 끝 말 하루 너 없인 살 수 없어 하늘 누 군가 사랑 별 사이 맘 노래 날 거 거 내일 내일
2010s,이제 밥 눈물 속 노래 얼 대지 영화 건 지 기억 밥 생각 체 오늘 눈물 하루 버스 날 욕 날 이제 술 눈물 병 생각 뭐 넌 곁 아무것 밥 생각 체 오늘 눈물 하루 버스 날 욕 날 아무것 사랑 필요 뭐 밖 밥 죽지 날 오늘 내일 원
